id,text,polite
1780,"This can be done in a number of ways. Do you want the user to select nodes to hide, or do you want certain nodes to be hidden from all users?",1
3181,"When I look at your grammar at line 264, you define the syntax for an object... but you don't appear to create a tree for object subexpression. What do expect the primary_expression rule to do when it encounters an object and tries to set $$ to what I am guess ing is <junk>?",0
3018,Are A and P allowed to be reals? or Must they be Integers?,1
5656,"Do you want to turn off thumbnails on just the desktop, or in folder windows (e.g. Places -> Home Folder) as well?",1
1122,"I've got a million files of log with sequentially updated numbered timestamps, but same filesizes for some. What is a good way to maintain only one copy of each logfile?",1
475477,"Thanks, looks like <url> needs some fixin'. By the way, are you honestly ok with me bothering you like this?",1
1873,I'm sure also. Would you show me a better way to do this?,1
530009,You do realise this is complete rubbish - it's already been speedily deleted once if you check the logs. I can't see any advantage to having this crap floating around for 5 days - can you?,0
395,Why would you need to parse the HTML that you are generating? Are you going to need to be able to insert inline HTML that could invalidate?,0
12,"""Cant see the error"" ? You mean your compiler crashes as badly on this code that you even can't tell us what he is complaining about?",0
811,I am running Windows 7. What built-in tools should I look for?,1
619962,And why exactly am I looking at your monobook?  And why did you substitute your user links onto here?,0
235112,"Good job, great article. Where did you get the idea, out of curiosity?",1
606883,Alright then!?,0
115884,"An excellent news, indeed! I don't have time to have a look at it right now (busy with the fr FA), but do they have something on Gndevank?",1
342064,I reverted your change to the Pet Shop Boys article - it was kind of a bizarre change (i would have considered it the work of a vandal were it not for the seemingly valid other wikipedia work you've done). ?,0
4532,I don't get your question to be honest. Could you clarify it more please?,1
84593,Sure AGK. Does the draft need to be updated to include the tweaks?,1
6128,Would it be possible for you to expand/clarify your question?  Perhaps word it differently?,1
1483,So what is the final verdict?  What would be the best technology to use in my case?,1
167934,"Pat, for someone who has died, you don't say ""he is a former professional baseball player"", you say ""he was a professional baseball player"". Okay?",0
2440,Are you studying computer science? Whats your background in programming and computer science?,1
6537,Does it have to be a vegetable? Why not some other sauce? Why not zucchini and a protein?,0
5668,"@Xio Then you should explain which solution is better for you. Are you asking for an existing module that is not Views, or are you asking how to do it with a custom module?",1
3998,How can you not know the length of the array? How will you know that your index is out-of-boundaries?,0
4329,"Pk, Please give me a idea. If we define primary menu like secondary menu, then primary menus(default) will be displayed or not?",1
289512,Seems like the troll committed suicide this morning. I don't know why; perhaps not enough fun?,0
1151,"Thanks, the logo looks much better now. You wouldn't have a logo for the two predessesor clubs by any chance?",1
619157,Hello???  Are you just pretending I don't exist?,0
4455,What about 'Please use other paper'? Paper could be both plural and  non-plural but it's still grammatically correct I think?,0
3135,Same problem here. Can you still remember how you got rid of it?,1
4403,I don't understand how a folder-based file system is not a hierarchical system. Could you please explain further?,1
193247,"Hi MariAna, there are just a couple of outstanding issues with the article. Could you have a look at them so I can get the GA closed in the next few days?",1
164477,"Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?",1
1585,"it **only** affects the object that has been created in the last loop-round? or, it **also** affects the object that has been created in the last loop-round?",0
608755,"I'm no expert on the language, but on the face of it that dab page disambiguates two words which are unambiguous anyway - Zakhmet and Khachpas. Am I missing something?",0
154948,"Hi, I did post at <url> about the new Civil Ensign for Jersey but I've not had a reply yet. Any thoughts?",1
141888,Strikehold previously did a <url>.  What do you think about adding it to the template?,1
551325,I just saw that after I left this message to you. By speech marks do you mean quotation marks?,1
1282,What's all the .strip() doing in the parsing rules? Shouln't your lexer take care of removing trailing whitespace?,0
2919,why are you using the LET* ? For what?,0
623961,You removed posts by me as well.  Do you have any explanation?,0
351754,"Granted, it wouldn't be terribly difficult for me to recreate what I did, but I don't like doing extra work when I don't have to. Could you at least userfy the last version edited by me?",0
5258,"As it is currently worded, this question is pretty broad. Could you provide more specific information about what kind of portrait shots you are hoping to take?",0
4294,"What is wrong, are you making a comment to Elderathis answer, or are you adding your own answer? If you're adding your own answer please expand a bit on this, I don't believe the base Clockworkmod can help you unless you've previously done full ROM backups, or follow the links on Elderathis post to get hold of the approriate ROMs (stock or custom)?",0
261477,"I was actually going to work on your suggestions today, regarding the GA nomination for <url>. Do you mind reopening the nomination?",1
179379,"I wish I could help you, but I know very little about Iranian rock music. Have you asked any other Iranian members?",1
4288,Hi again - it looks like the same user is editing out all the information about Destiny being self-centred again. Is there some way we can stop this user from making these edits?,1
6365,You do realise that it's not likely to be much cheaper unless you rebuild the wheels yourself?,0
624290,"Okay, I will fix the ""crystals"", but how do I put myself up for adoption again? Will you kindergarten <url> me through the process?",0
989,What exactly fails? What error are you getting?,1
2729,"And: what does ""choppy"" mean exactly? Could http://www.learningjquery.com/2009/01/quick-tip-prevent-animation-queue-buildup help?",0
629582,Why not try adding sources from time to time? If you won't who do you expect to do so?,0
621563,"The article already says where they come from in the ''birth location'' field. What's the point of repeating it, especially at the expense of other info?",0
344934,"OK, then, define ""bias"", propose a way to quantify it, and if it's accepted by consensus, we'll apply it to ''all'' the admins on that page. Or, perhaps as a starting point, how about presenting some evidence?",0
280602,"I only used approved templates.  If they are not considered polite, why have them?",0
4994,Your question reads as if you've already found a solution. What is the problem?,0
548718,After ''New Jersey'' leaves the mainpage it will be nessicary for us to check all the article linked to USS ''New Jersey'' and ensure that no subtle vandalism crept into them by means of the USS ''New Jersey'' article. Are you willing to help?,1
973,Have you tried stepping through your program with a debugger?  Have you tried adding useful `cout` trace statements to investigate what's going on?,1
629653,"(Constantine and Leo are English, not Latin names.) Why don't you answer my question about Constantine the Great?",0
3625,"The name of that site is ""CodeKata"" not ""Code Katas""; ""can anyone .."" is a yes/no question, what you really want to ask is ""what are some more ..""; the title ""Code Katas"" is too short and is automatically rejected by the system; greetings and signatures (""thanks!"") are currently considered out of place on SO (see Meta); the [best-practices] tag is out of place, and [coding] (at least [currently](http://stackoverflow.com/questions/tagged/coding)) has lost any specific meaning (effectively all programming involves ""coding"", right?).",0
2762,"Understood, been there. ;) Maybe I'll check out Carrierwave (HVAC?).",1
25,The nth letter? Is this the Roman version of the Fibonacci sequence?,0
31,"Generally, I'd anticipate a code bug. Can you paste in your FD_SET and your select calls please?",1
221273,Actually it was a compliment. Does that count as an 'issue'?,0
6540,Interesting question. Even if you didn't end up with a powder as a result- how can you make a stock or consume so pure that it doesn't taste like meat anymore?,1
5086,"It looks like each user has a single screen session. I'm not familiar with byobu, why do you think there are five screen sessions?",1
2952,Can you clarify? Do you want a substring that's complement also occurs in the string?,1
244,Do you have problem with it? Does it work?,0
584834,That might be very helpful. How can I get it?,1
724,Is the `.linkQuantite` element a child of the `<tr>` element? Does it work when you do `$(this).parent('tr').attr('class'));`?,1
1260,"So there's exactly one line in both files per chromosome number, and you want to compare only lines with the same chromosome number? And do the files contain the same keys?",1
4156,"I am not sure if I understand, it seems to me that your short answer contradicts your second answer. And, could you please provide an example of how can I use hyperref to do this?",0
4396,-1: I've read that book too. Can you please be more specific about how the message in that book addresses this question?,1
3035,you need to clarify what variables the `summation` applies to in your equation? is it summing over all `i` and `j` for each slice (color in the third dimension) or do you want the sum over all values?,0
790,I don't see any element with ID or name of `sel2`. What gives?,0
1145,"The computer may have multiple disks and multiple partitions, each one with one different file system. Do you want to know the type of root partition or what?",0
502806,What was your aim with <url>? have you abandoned it?,0
1189,"Also, why are you calling ""use Inline"" three times?  Where did you get the idea to do this, and why not just call it once?",0
546077,"I've nominated a biology-type article, <url>, at <url>. Would you be interested in reviewing it?",1
806,"It seems that the string that I send is not null-terminated, could be this the problem? The string that I send is build with (string + string).c_str(), but shouldn't the c_str() method alredy add the NULL-terminator?",1
430617,I have no axe to grind on this issue; I just want to understand: Why you consider hammerpond.org.uk a spam or conflict of interest link? It doesn't seem to be advertising or promoting anything?,0
1575,Could it be that you're adding same transaction observer more than once (i.e. for each `addPayment:` statement)?,1
369400,"Your comment about ""the additions were left intact as a courtesy"" sounds a bit strange to me. Maybe you should read <url>?",0
4181,However could you please comment the difference? And the problem with the former?,1
600763,We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,1
378359,"Ah, thanks! Btw, IS THERE any kind of guideline for FAs in regard to lede length somewhere?",1
5567,Hmm.. the price probably depends on the Apple store (e.g. for me prices show in Euros) Which price should we note?,0
2839,Can you describe how it crashes? Do you get any kind of error message or exception?,1
5395,I eat rarely. Is that bad?,0
4654,"@Paul: The list of operands you can use inside a predicate does not include ""and"", but you're using the comma as if it were an ""and"".  Should we consider ""and"" to be allowable in the definition of a predicate?",0
5979,"I resisted making this comment when your question first appeared, but since it's gone two days without an answer, I've gotta ask: why?  What end behavior are you trying to achieve with this?",0
1231,This is mighty ambitious. Can you turn this into a question?,0
2922,"`a` cannot equal 2<sup>779</sup> in standard C or C++ unless you've defined a custom numeric type. If you do have one, why not just **try it**?",0
2686,"There is still ambiguity - `1 3 5 4 2` is zig zag according to YOUR description of the problem, but NOT according to the topcoder description. Do you see why?",0
617456,I don't see you around much these days. Busy with non wiki life?,1
4818,"I think you *might* be slightly pushing the edge of gamedev, though I hope you find your answer. You may want to try the gaming stackexchange?",0
2907,What does this have to do with programming?  Are you trying to solve this problem with a program?,0
389,"Do you have a constructor defined for your class? Also, is the default JVM the official one from SUN?",1
6295,where are you seeing this error? Do you have the site set up to login when permission is denied?,0
2366,How did u feed the html to the browser? Is there a <base> element in the HTML?,1
3947,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",0
126492,So you're interested in both Amiga computers and BDSM! Are you an atheist too?,0
204861,"I don't see how you can use this to discount his trustworthiness and oppose him.  If there is consensus to promote among several bureaucrats, what's it matter who  actually presses the button?",0
129,I see no question here. What is your question?,0
1392,"zc.buildout does something like this, although I wouldn't want to try reading its source code.

Have you tried asking on the distutils-sig mailing list?",1
35415,"You make it very hard to believe that you're acting in good faith when you rewrite the <url> article to remove all references to ""liberal,"" but keep the phrase ""conservative Independence Institute.""  I see POV-pushing when that happens.  If you're so concerned about adjectives, why not edit the articles about AEI or Heritage or Americans for Tax Reform?",0
356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,1
2329,"Title say permutations, but body says combinations. Which is it?",0
6504,"Why would a battery be less efficient with higher voltage? It's just a bigger number of same low-voltage cells, isn't it?",0
1988,I wonder if your instance(s) of Persist are in a local scope that gets destroyed upon exiting that scope. Have you looked into that?,1
711,Have you tried? How? Some code?,0
5093,"For those of us who aren't specifically familiar with `sendmail`, it might help if you post a more complete set of log lines, and describe exactly what details you're paying attention to when you do this manually.  For example, in the line you've posted, is `p937blksdh3` the message-id?",1
131724,Thanks for adding that ref to <url>. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?,1
3710,"I can, but it is written in Lithuanian language, so I think you woun't understand. Anyway, where should I put it?",0
53741,Thanks for letting me know.  Is it considered a subspecies?,1
201998,"You again speak of ""the probability of interest"", whereas I made it clear that either there is only one probability of interest, and hence it cannot depend on the door numbers, or there are several probabilities of interest, all with the same value, and hence independent of the numbers of the doors. Don't you understand this?",0
417263,Not too sure now you come to mention it. Do i need to annihilate it?,0
568,Could you be a bit more specific? What do you mean by short key for scroll?,1
5079,Looks pretty much like python problem.  Why don't you post this to yum bugtracker?,0
2470,@Joonas: What about the solution posted by Benjamin Manns? That does not work for you?,0
629536,"I think if we did it that way, it would add a lot of possibilities to the page, enabling us to give breakdowns of other wars and major events in separate tables as well, in addition to alternative listings, which I think would be quite useful. Because there are a lot of events with different aspects to them that could be covered in more detail IMO, what do you think?",1
624360,"Mel, is the above comment from you?  If not, could you please respond?",1
485442,"""Cactus League"", eh? Let's see... what does Liebman have in common with the type of pain you might get from a cactus needle?",0
622829,"Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found.  Check it out: what do you think?",1
131808,Take a look at: <url> Baltimore's were ordered as Recon bomber/ Great Britain  - this is the GR designation??,0
531742,"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?",1
75787,"Im interested in where you got the information you added stating woodlands house was closed in 2003. As far as i can see your wording was taken from one website, the milesfaster one. Should you not cite the website you quoted rather than look for a couple of others?",0
623384,"This is helpful for automatized transfer scripts. By the way, did I get the location tag right on <url> :-) ?",1
1653,What is the purpose of implementing your own framework? Why not use an existing one?,0
3433,could you describe the problems you are having? Are you logging the response codes?,1
2166,@ANdrea: I don't that is right. What if all the numbers were negative?,0
5192,"I think I misunderstood.  Is the peak perpendicular to the garage door, or parallel?",0
42,do you mean assembly code?  and you want a self modifying application?,1
341001,"I think the we've reached consensus in the FAC for <url>, as every opposing reason has been resolved.  Do you think it's looking good?",1
5610,Same here. @germanus Can you provide more information?,0
1453,Short answer is yes. Did you want to know something more specific?,0
2846,"not sure how the table is storing the tuples or if i'm understanding correctly, but, don't you already have that information? if there is a table with the tuples, say, tuple_table with tuples (kn, gm), and you want which k element (coming from set A) maps to which g element (coming from set B) wouldn't a simple select on the tuple_table do it?",0
6033,Does this only happen on multiplayer? Or does it happen on single-player too?,0
856,"@Sachin - please post COMPLETE real code. You do realise the snippet posted won't compile and run without `Config` class definition, right?",0
3615,"Do they all have the same size and orientation ?  
Can you pivote them or should they conserve both proportion and orientation ?",1
621567,I'm working on improving the references on Kulwicki's article to get more reliable ones. I've also worked on improving <url>'s article toward GA. Do you know much about drag racing?,1
448988,"Done. I may have missed a few links when copying them across, so could you please look through it just in case?",1
630388,I agreed from my very first post on the first subject that it shouldn't be included yet you and the other user continued to misrepresent my position. Would you disagree with that?,0
915,"@littleadv and what's so strange? if I have this program running over bilion times, what's so strange, do you mind answering?",0
265022,I restored the lead picture series I like. What do you think?,1
234791,"Hi, I noticed <url> of yours, claiming a <url> violation. Mind explaining that?",0
19538,"Hey, thanks for your contributions here :). Would you mind referencing them to conform with wiki-policy?",1
73470,The press is calling you bisexual.  Did you know that?,0
3733,Which part of the task are you having trouble with? What hints have your lecture notes or textbook given you about this problem?,1
334540,You're mentioned <url>.  What do we know about these images?,0
78933,Re <url>: I reverted once. Shouldn't I get a cut of the proceeds?,0
86372,On the mediation page you made a number of statements that I said I would like to discuss with you. Would you be willing to do that <url>?,1
2279,Are there integers? and can they repeat within a set?,0
1426,"Ok, this a long-shot, just a crazy idea, and I haven't tried it myself, so I won't submit it as an answer:  How about keeping the UIImageView stationary and moving the UIView around behind it?  You might then be able to use transforms to translate or scale your UIView, and transform the scrollview at the same time?",1
135076,"I'm happy to help!  After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",1
6521,What's the benefit of the horizontal dropout? Is it safety? Is it just a style? Is it ease of maintenance?,0
6385,can you explain more please ?,1
392,"it seems you are posting some parameter named `imagename` from your code, and you are trying to find path of that parameter ?? confusing, Or  if you are uploading the file and you want the path to file from client????",0
628496,"I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously.  Did you mean to place it on the article you created, <url>?",1
629718,If you completely disagree then why havn't you required references on other airport pages??,0
694,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,1
654,So your .click listener/handler is functioning correctly (you can do other things within it?) and it's only your $.get function that has an issue inside the handler?,1
3910,You may break up to three sets trying to form a street (or the other way around). Is that ok?,1
2288,the edit just made things less clear! how does one reorder a list A to another list B when the elements may be different?!,0
3104,"Hmmm... I suggest you try and solve them yourself, and then post questions back on SO with your attempted solutions. Just asking people to do the work for you kind of defeats the purpose, you know?",0
5589,Phones generally don't even ring for more than 30 seconds. Why do you want to do this?,0
3178,"Is this the exact question? If not can you please post it exactly, word for word?",0
4439,(1) Thanks for the explanation that the verb “section” here is indeed an abbreviation.  (2) Can you please fix the link to “Blog”?,1
630536,"Not to worry. What's ""D.M.""?",1
1505,Right. Any idea where I plug in the OAuth2 stuff?,1
5844,What type of data is being sent from the application ( as in is it XML or anything like that )? Does it have a consistent structure?,0
333431,"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?",0
3429,I asked it before but I'm asking it again: Was it a Basque state? Can we say that?,0
5117,"Could you specify 'earliest possible records'. 1950, 1900, 1500, ...?",1
1554,I don't think anyone's going to be able to help you based on that information alone (considering we don't know what `0x306aeaa5` is). Can you post your code and tell us what the exact problem is?,0
4581,"""Initrd requires at least one file system driver be compiled into the kernel"".. I dint get much idea on this. Could you please explain this??",1
1680,"Why are you using jQuery here in the first place, it doesn't seem to be doing any good. Can't you just output the name inside the element directly?",0
268,"What method *serialized* a `Boolean` to ""true"" and ""false""? Or are you simply talking about producing a `String` from a `Boolean`?",0
31997,What? Please speak brighted.Ps.Do you know gag?,0
6193,As opposed to? What should it be instead?,1
938,"Thanks Cameron.  That makes sense, but then why isn't this access restricted to only copy constructors and assignment operators?",1
68487,"Thanks. As for the previous edits, should I make a note on the User Page that it's my account?",1
267842,Probably I would have to do quite a bit of alteration in wording. Is that O.K?,1
138706,Thank you very much for fixing the broken references in <url> and related articles. Are you planning to fix them in <url> as well?,1
1848,Even till today I could not get the solution. Is there anyone who has done this before ?,1
1902,"It helps if you mention what operating system you're using. It is Ubuntu, Debian, or something else?",0
400216,Thank you ''very much'' for partaking in my effort to have a listing of stable article revisions. How do you suggest we get this project off the ground?,1
3963,Good question. I wonder if it should be migrated to CS Theory (http://cstheory.stackexchange.com/) or Programmers (http://programmers.stackexchange.com/) ?,1
4540,@user12739 Give us more information please. What problem are you having exactly?,1
2578,"Just curious, who asked a question like that? Did you apply for a math heavy position without knowing what FFT is, or did you apply for a ""normal"" job and they asked you this?",0
369741,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",1
292636,"And, no, I don't think that everyone who wrote a screenplay should have two pages, but I do think that every artist who has a substantial list of works which would clutter up their biography page should have two pages. Can you explain to me why the two-page thing is such a big deal when wikipedia is not paper?",0
2263,"@den: OK, so the rectangles are represented as two points.  Is this a vector representation or a raster ?",1
278117,Are u the guy on TV Forum using the same name??,0
603855,Hi John. Do you have any more edits to make before I start the merge?,1
4625,This is a bit tricky to answer.  Does combinatorics fall outside classical mathematics?,0
3512,"bit or digit? the title of your question says digit, your question says bit, so what is it?",0
3646,What have you tried? Where are you having difficulties?,1
6036,"Limericks? Do you mean ""mnemonics""?",1
2490,I believe that almost all jQuery plugins can work with a ListView. Could you show any code where you attempt to use gallery with a ListView?,1
3583,"To clarify the question: You have (say) 5 schedules and 10 meetings, each with 5+ non-overlapping meeting times, and you want all 5 schedules to contain all 10 meetings, with no overlapping times in any one schedule.  Is this correct?",1
3616,"Is it an ordered list? Ie, will the cells appear in the order of the indicies, or no?",1
629277,"The specific claim of Boyer's that you included and I deleted was that ""cauchy based infinitesimals on limits"".  Did you see anybody else saying this?",0
624167,"I kind of agree.  Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?",0
5917,"I would suggest you change the title to something less subjective, such as ""What is a good package for displaying algorithms?"" or more in line with the current one ""What is a good package for displaying dem algorithms?"" :)",0
3365,"Why can't you just split every job to three equal sized parts (e.g. 1000 = 333 + 333 + 334) and always run only one job at a time, and through all the three lines?",0
757,"It seems to work fine for me.  Can you check if there is any place that is doing a HtmlEncode() replacement on hlNonTerminal.Attributes[""onclick""]?",1
6118,"Where are you envisioning this sample content would be located to be automatically imported? I assume you are doing something more complex than just a ""Settings > Import?""",0
63048,"After looking through a bunch of those, I think the lead should be formatted like this: a paragraph explaining who he is, a paragraph summarizing his life and career, and a paragraph summarizing why he is so great. What do you think?",1
628202,"Right, so the links on your userpage? And what is the ""article"" you want me to check over?",0
332646,"I've removed my remark. But if somebody puts words in another's mouth, and that second person states that is not what he meant, and the first person responds that no, that ''is'' what the second person meant, well, wouldn't you say that's a little weird?",0
141496,"Hi Cmadler, I've written a new ALT hook at the <person> that I think addresses your concerns.  Could you sign off on the nomination?",1
557924,I wasn't aware my statement was supposed to cause worry.  Is there something I'm missing?,0
5843,"Is this for a one-time transaction, or something you want to be convenient for repeated use?  If you use a password-based scheme, how do you plan to get the password to them?",1
5968,@neilfein: first e-bike? what about http://bicycles.stackexchange.com/q/1590/605?,1
246,this is now the fourth question about the same addcube() function. perhaps there is a larger issue here that just indices?,0
558599,"Thanks. Do you feel the information is ""weak"" or is it just too complex?",1
1458,In what way does it fail? i.e. what happens differently in your program between the first method and the second one?,1
2590,oh sorry mr. wizard yeah i meant math in general - can i change it somehow?,0
34411,I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?,1
100246,"I am looking for help improving the dermatology content on wikipedia. Would you be willing to help, or do you have any friends interested in derm that would be interested in helping?",1
1773,"Ok, so this is the answer I have come up with after reading all the posts on here: ""This statement will return true because $var is being assigned a value of donut, and assignment occurs before the statement is evaluated and therefore would be boolean true because it has a value.""  Is this correct?",1
5006,AFAIK you'll need to loosen your spokes to get one in there. So maybe it shows you have a spoke wrench?,0
343268,"I've steadily become more interested in getting this article up to FA, but I'm having trouble finding sources that actually analyze ''contemporary R&B'' instead of the entire <url> genre. Do you have any advice or would you be interested in working on it together?",1
4251,sorry about that. Can it be done in python?,1
6258,What problem are you trying to solve? Are you sure cron is the right solution?,0
4840,"Chances are, this doesn't exist. Also, language?",1
526718,"ER, I was wondering if <url> would be a good candidate for featured bio in the portal, since he was the first United States Marine Corps officer, in history to take command of a Naval flotilla. What do you think?",1
626909,You also seem somedeal similar to <url>. Not logging in is not sockpuppetry but do you acknowledge that User:64.194.44.220 is you?,0
1729,"I didn't quite understand, what are you trying to achieve? What questions do you have and what is the desired output?",1
3449,I don't get the question. Perhaps you can explain it more clearly?,1
624511,"Regarding your time setting, I'm a little unsure what you want to do - there are only two things you can change - the timezone offset from GMT, which you set at the bottom of the screen by selecting the correct offset for your location from the list - I'm guessing Asia/Calcutta would be about right, and the way the date/time is displayed, which you choose from the list of five options at the top of the screen. What problems are you having ?",1
599,"Yes, I do. Am I referencing a keyword by mistake?",1
4231,"sorry, yeah, that's what my file looks like. Well, the '& ~' isn't indented, but that doesnt matter right?",1
628514,I read your publication and enjoyed seeing the relationship between activeness and chance of success to become an admin. Are you planning to do a similar model for bureaucrats?,1
363253,I have extended the block to 1 week. Has s/he been attempting to change your password too?,1
551892,"I use that template, because it cannot be missed on a page, because it allows for different reasons for blocking (template:blocked is ""vandalism"", only, and takes 2 edits to change to something else), and because it gives instructions for requesting unblock. What is the objection to it?",0
624848,"""New dictator?""  Who's the old one?  And who are ""others in your gang""?",0
2834,"Why not keep the numbers in memory? Should be what, 100 MBytes?",0
4009,**PS:** I'm interested in your motivation. Could you please [tell us why you care](http://meta.cstheory.stackexchange.com/questions/300/how-to-ask-a-good-question/306#306)?,1
346591,I was trying to create a subpage. Could you please make it a subpage for me?,1
6151,@Mark Trapp: Not constructive? Really?,1
382099,I notice yall were trying to get some Canadian articles featured. How many Canadian articles are even at that status?,0
626945,Problem solved! Aren't administrators handy?,1
1434,That's odd that only certain notifications fire.  How are you setting up the observers?,1
528412,"Hi, you recently speedily deleted this image and in your explanation stated that I, the uploader, was informed of this. I was not - please could you tell me why not?",1
165929,I have posted a question at <url> which you may be able to answer. Can you please return to that discussion to answer it?,1
14491,Can I ask: was this really the implication that you intended in making this change?  And do you really think the RfC expressed consensus support for such a position?,0
4749,"@David: By the way, I hate to state the obvious, but just looking at the regions you selected in your graph, it looks like you chose the area in the lowest quartile.  Is that a sufficient criteria?",1
425,Having the number of managed threads isn't very meaningful as a metric; most of those threads will have near-zero overhead when they're sleeping. Why do you want to know?,0
624283,I wasn't sure whether you were actually reading anything because facts seem to bounce off of you like bullets off of Superman. And you accuse ''me'' of fantasies?,0
247684,You are removing the film poster s images from the Kansas City Film Critics Circle Awards articles and the Academy awards.  Why?,0
398326,I am not equally confident about this pinning one: <person>. Hector again?,0
2332,Your algorithm is already converting it to coordinates in mercator coordinate system. What is your question?,0
5099,"For me, there's a fairly large gap between 'a web map' and a 'web-based GIS': a simple map with layer control and panning is great for many applications, but doing analysis through the web is a different scope which many web maps don't attempt to solve. Are you interested in doing analysis or primarily display?",0
502548,I saw your comment on Jimbo's talk page about plagiarism and copyleft. Would you have time to have a look at <url> and <url> (where most of the discussion has taken place)?,1
259776,"Hello, I've written a page about the <url>, shamelessly copying the style from your CCT/FoFC lists. In the process, have I missed anything out?",1
619228,"""Oh, that"", eh? So, you ''wrongly accused me of making death threats'', and that's all you have to say for yourself?",0
157383,"Thanks for that, hopefully I have input this correctly. This page also seems to be flagged due to several issues, surely these can now be removed as the page has proved its worth as much as pages like <url> have?",1
4590,"Also, I think it might not happen with all applications. Can you please use Banshee as the app we're testing with?",1
5292,I've just started seeing this same problem after the latest Froyo OTA upgrade. Maybe that's related?,0
441283,Eh. Awesome as in you are going to be more active?,0
123896,"Alternatively, maybe the second column could be '''Country of origin''' and Rosen could simply be denoted USA/Poland, while Pillsbury would be USA/USA, without his US State being mentioned - it would be less confusing I think. Any thoughts?",1
2325,"Can you overlap jobs? If you have two three-unit jobs and six two-unit jobs, can you run the three-unit jobs sequentially on lane A, three two-unit jobs on B, and three two-unit jobs on C, taking six units of printing time in total?",1
2619,"@gooshgoosh: Youve left out the most important detail: what are you using (programming language, software, etc.) to do the translation?",0
616600,Gah! What just happned?,0
239,"What do you mean by ""URL"", exactly? This is a rather artificial concept with classpath resources - what would you do with that URL?",0
4501,"@Martin: I think modification of boot.efi wont be so risky, i can simply time machine back to my old system if anything goes wrong, right? Would u please provide me with modification instructions?",1
1051,"Can you provide more context for your second code example? Specifically, how is $doc defined?",1
3734,What error did you get? Also can you provide what code your using to connect?,1
311058,There's an interesting discussion here: <url>. Care to explain?,0
628764,Sigh. Was this renewed attack necessary now?,0
54996,"Thanks. Can you leave a comment at <url>, saying you are the creator?",1
2638,Is this homework?  What have you tried so far?,0
932,and what is the problem? why don't you use recvfrom - which is the canonical way to read from UDP sockets?,0
349495,Thanks for adding that pmc= support to <url>. I made a suggestion for further improvement in <url>; can you please follow up there if you have the time?,1
6031,"Which ones? Activision, MS, all? :)",0
667,"@tjameson Ok, If I keep the `{10}` I should be able to ditch the `length != 10` right? or is it better not to?",1
5897,"Are you running a dedicated server with your own VMs, or do you have one VM provided by a hosting company? Or are you talking about vhosts in regard of apache being multi-homed?",0
6379,"I'm not sure about this, but I assume that in commercial yoghurt, there is a lot of sugar added. Did you add any?",0
4812,"There are not many ready-made exploits for max excel out there, at least not in non-commercial exploit packs. Which version of office do you have?",0
286300,How come you removed Dobby as an omitted character? Where does he appear?,0
5782,Are the k in “k-CNF” and the k in the question the same variable?  And what is the parameter of this problem?,0
100822,"To be honest, I'm not sure - the decision say ""remove individuals and organizations"" but it also said ""per BLP"" and Abascal is deceased. Perhaps you should ask Timrollpickering, the admin who closed the discussion, to clarify?",1
5938,"What do you mean?  The best OS to do Arduino development on, or the best OS to run on your Arduino (a la FreeRTOS)?",1
627160,Huh? What was that supposed to mean?,0
584305,"Thank you, Cremepuff222, for the kind words. :) How have you been?",1
321637,"Yes, I'm delighted; result after a torturous few days! Um, can we add a Dali or Miro img?",1
68554,"This talk page looked like it could use a kitten. How are you doing, is everything going OK?",1
387,"What do you mean by this, ""I'm actually testing the solution to check, if it is not adapted to single specific format of token only.""  What is single specific format?",0
1847,"Which logs? The logs in the question are my Nginx ones which Passenger is set to write to, are there any others around I should check? :)",1
2887,At first sight I can't see what's wrong with the code you've posted.  What error or problem does this produce?,1
3192,Is this occurring in the same dev environment where the default page is displaying the image as desired?  Have you checked the DOM to see if there is some css class(es) or javascript applying styles that hide it on the login page?,1
361,Are the Ajax or other porlet technologies good enough?  Are there any other Java portlet technologies that I should study?,1
6050,Outside or inside? Is there are paint or enamel or anything on the wood already?,0
5929,"If it's just a matter of a few specialised custom macros, then a bit of find-and-replace would suffice, no? Or is the problem that they won't accept certain packages' macros?",1
